run,gen,alpha,mu,vol
1,5,585.715103,9.026,760.7923819667418
1,5,450.649987,12.977,525.7519413833639
1,5,618.503622,14.316,757.3739170499107
1,5,688.228085,25.873,821.0340937735881
1,5,710.348575,29.81,834.5791393962613
1,5,554.904449,10.165,730.7309716370943
1,5,595.373777,54.076,744.6676872356373
1,5,803.353836,34.688,923.4472000176696
1,5,538.198016,17.263,698.3054292847976
1,5,578.712898,24.964,673.7634712986469
1,5,878.389689,4.686,1131.3331627070456
1,5,529.728301,13.132,653.4262449393204
1,5,627.469923,39.029,750.3295003304285
1,5,650.30754,34.46,784.3357691151601
1,6,595.373777,54.076,744.6676872356373
1,6,657.199741,45.515,829.6372279009518
1,6,583.737305,41.399,728.0609442328439
1,6,627.469923,39.029,750.3295003304285
1,6,609.263763,35.615,732.731850104757
1,6,650.30754,34.46,784.3357691151601
1,6,729.579202,34.152,851.842858044811
1,6,803.353836,34.688,923.4472000176696
1,6,699.499681,30.914,822.6900820116284
1,6,633.324782,28.483,759.0075154833643
1,6,710.348575,29.81,834.5791393962613
1,6,569.256857,27.399,712.6186770481373
1,6,630.720193,27.949,768.406476392508
1,6,652.295282,27.927,779.0195447110029
1,6,631.695223,26.95,758.2915746994154
1,6,578.712898,24.964,673.7634712986469
1,6,660.602012,7.518,787.6739191872656
1,6,511.613933,21.913,643.0323976621121
1,6,416.245339,19.998,485.0742805199164
1,6,679.344137,37.062,800.7036495264642
1,6,712.564243,22.883,824.8974724845248
1,6,662.188793,18.381,794.3469609242285
1,6,700.143521,38.867,831.3709807344075
1,6,627.493623,35.594,750.3088550573732
1,6,683.002758,6.608,818.6941024523511
1,6,1030.256093,43.228,1151.642590676124
1,6,647.476477,40.271,774.390023279626
1,6,630.190581,51.66,778.5514209400013
1,6,1046.442439,9.17,1299.1457430490013
1,6,590.856966,27.339,715.4350484090288
1,6,762.701634,21.767,940.6278639111708
1,6,614.405333,39.574,766.161982436814
1,7,595.373777,54.076,744.6676872356373
1,7,630.190581,51.66,778.5514209400013
1,7,657.199741,45.515,829.6372279009518
1,7,583.737305,41.399,728.0609442328439
1,7,647.476477,40.271,774.390023279626
1,7,614.405333,39.574,766.161982436814
1,7,627.469923,39.029,750.3295003304285
1,7,700.143521,38.867,831.3709807344075
1,7,609.263763,35.615,732.731850104757
1,7,679.344137,37.062,800.7036495264642
1,7,627.493623,35.594,750.3088550573732
1,7,1030.256093,43.228,1151.642590676124
1,7,650.30754,34.46,784.3357691151601
1,7,729.579202,34.152,851.842858044811
1,7,803.353836,34.688,923.4472000176696
1,7,699.499681,30.914,822.6900820116284
1,7,662.498685,39.107,784.2676288714102
1,7,667.142597,12.655,849.918948776708
1,7,548.371676,22.603,678.9869808976688
1,7,628.299876,24.082,753.7940390589808
1,7,1030.324605,45.957,1151.669407267798
1,7,704.532976,29.468,835.1761522389285
1,7,733.600039,25.425,902.2283982673755
1,7,755.116075,31.917,889.4077097902075
1,7,534.117219,6.545,664.357977320686
1,7,644.120001,34.311,783.3651499110077
1,7,572.037921,37.367,711.6317994544952
1,7,655.010803,44.809,809.7793283920397
1,7,603.739126,11.877,771.3617408229385
1,7,1023.581508,18.717,1278.9158086621214
1,7,956.551768,29.904,1195.592379467626
1,7,726.579406,23.217,841.1522041972075
1,8,595.373777,54.076,744.6676872356373
1,8,630.190581,51.66,778.5514209400013
1,8,657.199741,45.515,829.6372279009518
1,8,655.010803,44.809,809.7793283920397
1,8,583.737305,41.399,728.0609442328439
1,8,647.476477,40.271,774.390023279626
1,8,614.405333,39.574,766.161982436814
1,8,627.469923,39.029,750.3295003304285
1,8,572.037921,37.367,711.6317994544952
1,8,662.498685,39.107,784.2676288714102
1,8,1030.324605,45.957,1151.669407267798
1,8,700.143521,38.867,831.3709807344075
1,8,609.263763,35.615,732.731850104757
1,8,679.344137,37.062,800.7036495264642
1,8,627.493623,35.594,750.3088550573732
1,8,1030.256093,43.228,1151.642590676124
1,8,645.602359,40.192,767.6992070789903
1,8,662.47832,38.978,784.1865317495586
1,8,551.886705,42.788,676.0576374029275
1,8,598.774481,13.499,758.2399976644265
1,8,630.950748,48.281,785.6499550955207
1,8,655.967861,7.436,767.5163689550766
1,8,672.637675,41.611,859.3742128834004
1,8,656.976626,29.038,805.4439219497776
1,8,679.488614,22.183,833.9194284958834
1,8,590.582872,27.974,715.4734676857081
1,8,630.197041,48.32,778.6827205321525
1,8,646.43477,42.73,771.080186642385
1,8,703.330876,34.649,858.0988480760177
1,8,640.098938,49.94,799.4047531450236
1,8,736.185997,57.138,945.167604755321
1,8,653.37109,54.519,796.3216943801426
1,9,595.373777,54.076,744.6676872356373
1,9,653.37109,54.519,796.3216943801426
1,9,736.185997,57.138,945.167604755321
1,9,630.190581,51.66,778.5514209400013
1,9,640.098938,49.94,799.4047531450236
1,9,630.197041,48.32,778.6827205321525
1,9,630.950748,48.281,785.6499550955207
1,9,551.886705,42.788,676.0576374029275
1,9,657.199741,45.515,829.6372279009518
1,9,655.010803,44.809,809.7793283920397
1,9,646.43477,42.73,771.080186642385
1,9,583.737305,41.399,728.0609442328439
1,9,645.602359,40.192,767.6992070789903
1,9,647.476477,40.271,774.390023279626
1,9,614.405333,39.574,766.161982436814
1,9,627.469923,39.029,750.3295003304285
1,9,676.437696,32.309,813.7963576632487
1,9,678.183071,36.184,849.7935603732067
1,9,629.398347,43.149,774.7681398917806
1,9,1210.679535,23.63,1412.0070995998908
1,9,625.293744,24.254,784.883495274358
1,9,679.06966,43.453,834.138184241633
1,9,606.968741,52.821,761.4950137627799
1,9,731.405777,16.476,869.8006011517411
1,9,595.199835,48.101,744.9156754265466
1,9,646.380033,39.647,771.1939279990505
1,9,663.10975,39.345,790.9557542650994
1,9,636.665795,33.543,778.8281864991279
1,9,514.868685,21.992,619.0649421719622
1,9,735.843926,42.447,945.2690991280593
1,9,662.570871,13.482,795.4913092620889
1,9,696.19012,36.528,816.9733439896338
1,10,595.373777,54.076,744.6676872356373
1,10,653.37109,54.519,796.3216943801426
1,10,606.968741,52.821,761.4950137627799
1,10,736.185997,57.138,945.167604755321
1,10,630.190581,51.66,778.5514209400013
1,10,640.098938,49.94,799.4047531450236
1,10,595.199835,48.101,744.9156754265466
1,10,630.197041,48.32,778.6827205321525
1,10,630.950748,48.281,785.6499550955207
1,10,551.886705,42.788,676.0576374029275
1,10,657.199741,45.515,829.6372279009518
1,10,655.010803,44.809,809.7793283920397
1,10,629.398347,43.149,774.7681398917806
1,10,646.43477,42.73,771.080186642385
1,10,583.737305,41.399,728.0609442328439
1,10,679.06966,43.453,834.138184241633
1,10,706.23071,41.497,874.956638121381
1,10,659.117832,41.748,815.8696707203366
1,10,747.626947,33.565,887.5772533742029
1,10,1093.76445,13.174,1322.9206764491178
1,10,618.90907,43.181,760.0302696780768
1,10,642.856292,41.553,805.7681351783075
1,10,671.517173,56.411,853.4177893844086
1,10,702.668841,37.403,858.211899463685
1,10,646.380033,39.647,771.1939279990505
1,10,739.186229,45.928,928.1574622385823
1,10,673.06418,45.626,837.3232419755967
1,10,757.710055,26.763,965.1550908533882
1,10,588.558215,48.965,733.1019892303634
1,10,725.506649,37.702,956.0969008384021
1,10,583.621785,41.104,728.2591818523681
1,10,707.751055,22.341,897.1960782624797
1,11,595.373777,54.076,744.6676872356373
1,11,653.37109,54.519,796.3216943801426
1,11,671.517173,56.411,853.4177893844086
1,11,606.968741,52.821,761.4950137627799
1,11,736.185997,57.138,945.167604755321
1,11,630.190581,51.66,778.5514209400013
1,11,588.558215,48.965,733.1019892303634
1,11,640.098938,49.94,799.4047531450236
1,11,595.199835,48.101,744.9156754265466
1,11,630.197041,48.32,778.6827205321525
1,11,630.950748,48.281,785.6499550955207
1,11,551.886705,42.788,676.0576374029275
1,11,657.199741,45.515,829.6372279009518
1,11,673.06418,45.626,837.3232419755967
1,11,655.010803,44.809,809.7793283920397
1,11,618.90907,43.181,760.0302696780768
1,11,925.555545,18.35,1073.5712990657046
1,11,570.189609,45.572,704.4614191000659
1,11,478.991844,6.219,576.8762730693418
1,11,603.342554,2.838,735.8500886334352
1,11,628.89112,47.542,803.4388195787097
1,11,800.391363,63.18,1036.9762075842345
1,11,640.152177,45.186,799.5701240468965
1,11,706.240417,26.976,874.9455823408425
1,11,618.85812,42.529,760.1994402530577
1,11,671.407119,41.146,853.3397971060843
1,11,609.773006,49.801,768.1346282020199
1,11,597.370081,7.331,747.22272820916
1,11,757.710055,26.763,965.1550908533882
1,11,657.1326,44.488,829.5823685609694
1,11,936.574302,15.26,1196.4993551095965
1,11,588.600068,47.281,733.0511628242274
1,12,595.373777,54.076,744.6676872356373
1,12,800.391363,63.18,1036.9762075842345
1,12,653.37109,54.519,796.3216943801426
1,12,671.517173,56.411,853.4177893844086
1,12,606.968741,52.821,761.4950137627799
1,12,736.185997,57.138,945.167604755321
1,12,630.190581,51.66,778.5514209400013
1,12,588.558215,48.965,733.1019892303634
1,12,609.773006,49.801,768.1346282020199
1,12,640.098938,49.94,799.4047531450236
1,12,595.199835,48.101,744.9156754265466
1,12,588.600068,47.281,733.0511628242274
1,12,630.197041,48.32,778.6827205321525
1,12,630.950748,48.281,785.6499550955207
1,12,570.189609,45.572,704.4614191000659
1,12,628.89112,47.542,803.4388195787097
1,12,640.152177,45.186,799.5701240468965
1,12,570.448204,6.083,686.197035208281
1,12,739.389045,30.57,912.2916606499953
1,12,568.973689,55.166,719.2202475656959
1,12,629.202656,50.42,803.3223678496278
1,12,673.387454,16.31,887.6435613782091
1,12,583.737305,41.399,728.0609442328439
1,12,772.30393,30.695,950.1525196331273
1,12,664.455312,6.109,800.8552196008008
1,12,602.282696,52.854,741.3328569298628
1,12,883.040783,7.553,1124.7349814115646
1,12,864.95328,36.69,1129.2579884256684
1,12,709.809408,44.976,884.0757231339685
1,12,773.709646,9.51,992.4210633559759
1,12,680.128396,7.092,788.8086973098185
1,12,653.176781,42.629,796.3462605447668
1,13,568.973689,55.166,719.2202475656959
1,13,595.373777,54.076,744.6676872356373
1,13,800.391363,63.18,1036.9762075842345
1,13,602.282696,52.854,741.3328569298628
1,13,653.37109,54.519,796.3216943801426
1,13,671.517173,56.411,853.4177893844086
1,13,606.968741,52.821,761.4950137627799
1,13,736.185997,57.138,945.167604755321
1,13,630.190581,51.66,778.5514209400013
1,13,588.558215,48.965,733.1019892303634
1,13,609.773006,49.801,768.1346282020199
1,13,629.202656,50.42,803.3223678496278
1,13,640.098938,49.94,799.4047531450236
1,13,595.199835,48.101,744.9156754265466
1,13,588.600068,47.281,733.0511628242274
1,13,630.197041,48.32,778.6827205321525
1,13,572.071213,24.272,711.8766654008526
1,13,671.407119,41.146,853.3397971060843
1,13,731.510008,10.832,866.2297683245966
1,13,644.655201,44.409,782.4315389207392
1,13,609.807448,52.637,768.303100681621
1,13,569.081809,51.21,719.54725195597
1,13,628.89112,47.542,803.4388195787097
1,13,604.87574,39.397,754.1929659766762
1,13,551.715608,36.541,676.0630069584122
1,13,602.331468,48.665,741.444814780525
1,13,646.31451,42.051,803.6380359173387
1,13,531.219958,52.466,677.7437894498564
1,13,735.696442,40.959,945.0501305428177
1,13,729.228522,26.396,884.6514105503458
1,13,865.179692,44.065,1129.1690654615766
1,13,849.33384,18.226,1073.5134109933215
1,14,568.973689,55.166,719.2202475656959
1,14,531.219958,52.466,677.7437894498564
1,14,595.373777,54.076,744.6676872356373
1,14,800.391363,63.18,1036.9762075842345
1,14,602.282696,52.854,741.3328569298628
1,14,653.37109,54.519,796.3216943801426
1,14,671.517173,56.411,853.4177893844086
1,14,606.968741,52.821,761.4950137627799
1,14,569.081809,51.21,719.54725195597
1,14,609.807448,52.637,768.303100681621
1,14,736.185997,57.138,945.167604755321
1,14,630.190581,51.66,778.5514209400013
1,14,588.558215,48.965,733.1019892303634
1,14,609.773006,49.801,768.1346282020199
1,14,602.331468,48.665,741.444814780525
1,14,629.202656,50.42,803.3223678496278
1,14,623.313791,43.61,776.9933624566594
1,14,547.95602,9.628,643.3006033651084
1,14,531.060364,41.085,677.5343479190315
1,14,615.309424,39.157,781.6425415277555
1,14,612.415217,41.992,774.9615418049772
1,14,612.542284,42.361,775.1706218598908
1,14,606.574771,20.461,768.4364755628064
1,14,493.247828,45.646,635.7829452687103
1,14,527.905823,11.255,704.7732153373261
1,14,588.600068,47.281,733.0511628242274
1,14,455.371456,33.713,594.1066930665794
1,14,626.650597,47.923,780.1843832855467
1,14,800.499391,44.707,1036.9079281653424
1,14,752.328871,6.443,914.6989242633623
1,14,588.279629,25.902,681.0577936561003
1,14,429.947752,1.275,524.7579081128921
1,15,568.973689,55.166,719.2202475656959
1,15,531.219958,52.466,677.7437894498564
1,15,595.373777,54.076,744.6676872356373
1,15,800.391363,63.18,1036.9762075842345
1,15,602.282696,52.854,741.3328569298628
1,15,653.37109,54.519,796.3216943801426
1,15,671.517173,56.411,853.4177893844086
1,15,606.968741,52.821,761.4950137627799
1,15,569.081809,51.21,719.54725195597
1,15,609.807448,52.637,768.303100681621
1,15,736.185997,57.138,945.167604755321
1,15,630.190581,51.66,778.5514209400013
1,15,493.247828,45.646,635.7829452687103
1,15,588.558215,48.965,733.1019892303634
1,15,609.773006,49.801,768.1346282020199
1,15,602.331468,48.665,741.444814780525
1,15,630.197041,48.32,778.6827205321525
1,15,588.600068,47.281,733.0511628242274
1,15,678.862246,20.766,850.4111487027249
1,15,800.499391,44.707,1036.9079281653424
1,15,612.542284,42.361,775.1706218598908
1,15,746.672249,34.497,866.4416204110051
1,15,751.488786,47.222,912.7790691650941
1,15,607.660973,24.679,747.0008085965641
1,15,417.356363,29.935,552.5233510871545
1,15,636.125758,2.361,779.2229326180687
1,15,532.614307,32.225,677.0526029132297
1,15,572.037921,37.367,711.6317994544952
1,15,846.60459,3.894,1174.835123331115
1,15,860.192661,43.024,1048.5486423188097
1,15,387.269501,6.03,503.81681669031616
1,15,723.206267,8.927,914.4313734591622
1,16,568.973689,55.166,719.2202475656959
1,16,531.219958,52.466,677.7437894498564
1,16,595.373777,54.076,744.6676872356373
1,16,800.391363,63.18,1036.9762075842345
1,16,602.282696,52.854,741.3328569298628
1,16,653.37109,54.519,796.3216943801426
1,16,671.517173,56.411,853.4177893844086
1,16,606.968741,52.821,761.4950137627799
1,16,569.081809,51.21,719.54725195597
1,16,609.807448,52.637,768.303100681621
1,16,736.185997,57.138,945.167604755321
1,16,630.190581,51.66,778.5514209400013
1,16,493.247828,45.646,635.7829452687103
1,16,588.558215,48.965,733.1019892303634
1,16,609.773006,49.801,768.1346282020199
1,16,602.331468,48.665,741.444814780525
1,16,618.395168,44.623,757.7905126245519
1,16,595.199835,48.101,744.9156754265466
1,16,767.271242,9.432,880.7784068883542
1,16,572.071213,24.272,711.8766654008526
1,16,655.964013,48.621,817.5349742299871
1,16,493.10018,53.3,635.592969370225
1,16,581.178405,29.361,722.8319953058196
1,16,588.837981,14.628,688.0853700700526
1,16,515.906286,13.301,654.4073286881719
1,16,800.499391,44.707,1036.9079281653424
1,16,670.261244,6.095,818.5632486566308
1,16,574.644804,15.895,719.4396606699963
1,16,593.244439,44.786,741.8389673085808
1,16,871.334439,11.271,1046.5686480897245
1,16,610.700901,29.279,778.1596522517854
1,16,583.737305,41.399,728.0609442328439
1,17,493.10018,53.3,635.592969370225
1,17,568.973689,55.166,719.2202475656959
1,17,531.219958,52.466,677.7437894498564
1,17,595.373777,54.076,744.6676872356373
1,17,800.391363,63.18,1036.9762075842345
1,17,602.282696,52.854,741.3328569298628
1,17,653.37109,54.519,796.3216943801426
1,17,671.517173,56.411,853.4177893844086
1,17,606.968741,52.821,761.4950137627799
1,17,569.081809,51.21,719.54725195597
1,17,609.807448,52.637,768.303100681621
1,17,736.185997,57.138,945.167604755321
1,17,630.190581,51.66,778.5514209400013
1,17,493.247828,45.646,635.7829452687103
1,17,588.558215,48.965,733.1019892303634
1,17,609.773006,49.801,768.1346282020199
1,17,455.155671,42.173,593.9614851566864
1,17,558.019837,19.296,693.7158834899028
1,17,615.317835,32.498,781.7720620727597
1,17,623.536766,43.106,801.0601132414002
1,17,635.288862,37.166,803.2602048050055
1,17,612.542284,42.361,775.1706218598908
1,17,676.767815,36.883,813.7534333233217
1,17,630.197041,48.32,778.6827205321525
1,17,705.187546,58.923,876.9771374513484
1,17,623.524223,43.621,776.3080593780953
1,17,592.614553,34.836,741.152708181917
1,17,765.479327,9.638,944.8549604685346
1,17,572.037921,37.367,711.6317994544952
1,17,929.958036,24.256,1221.047625630269
1,17,638.640768,54.827,802.4476762100351
1,17,602.331468,48.665,741.444814780525
1,18,493.10018,53.3,635.592969370225
1,18,568.973689,55.166,719.2202475656959
1,18,531.219958,52.466,677.7437894498564
1,18,705.187546,58.923,876.9771374513484
1,18,595.373777,54.076,744.6676872356373
1,18,800.391363,63.18,1036.9762075842345
1,18,602.282696,52.854,741.3328569298628
1,18,638.640768,54.827,802.4476762100351
1,18,653.37109,54.519,796.3216943801426
1,18,671.517173,56.411,853.4177893844086
1,18,606.968741,52.821,761.4950137627799
1,18,569.081809,51.21,719.54725195597
1,18,609.807448,52.637,768.303100681621
1,18,736.185997,57.138,945.167604755321
1,18,630.190581,51.66,778.5514209400013
1,18,493.247828,45.646,635.7829452687103
1,18,826.871916,37.054,1038.110523905071
1,18,999.682779,48.869,1223.7794567902483
1,18,901.983997,43.483,1108.1110920046349
1,18,965.927881,7.4,1060.3025700763844
1,18,636.209322,46.773,803.1780853083683
1,18,654.234111,25.6,831.6215057625071
1,18,577.92506,10.453,712.9353456265875
1,18,497.751632,21.702,626.6020531497346
1,18,670.382603,47.975,843.9356272627444
1,18,417.356363,29.935,552.5233510871545
1,18,653.176781,42.629,796.3462605447668
1,18,869.000509,7.552,1161.9058631409748
1,18,695.829802,17.647,916.8927538665379
1,18,417.355836,32.227,552.4205864158191
1,18,937.240412,33.871,1102.425380087251
1,18,671.407119,41.146,853.3397971060843
1,19,493.10018,53.3,635.592969370225
1,19,568.973689,55.166,719.2202475656959
1,19,531.219958,52.466,677.7437894498564
1,19,705.187546,58.923,876.9771374513484
1,19,595.373777,54.076,744.6676872356373
1,19,800.391363,63.18,1036.9762075842345
1,19,602.282696,52.854,741.3328569298628
1,19,638.640768,54.827,802.4476762100351
1,19,653.37109,54.519,796.3216943801426
1,19,671.517173,56.411,853.4177893844086
1,19,606.968741,52.821,761.4950137627799
1,19,569.081809,51.21,719.54725195597
1,19,609.807448,52.637,768.303100681621
1,19,736.185997,57.138,945.167604755321
1,19,630.190581,51.66,778.5514209400013
1,19,493.247828,45.646,635.7829452687103
1,19,593.091371,30.738,701.1963500325533
1,19,2203.47347,14.513,2667.322608463077
1,19,700.538735,43.86,868.0036680105167
1,19,747.665732,11.852,981.9076451168423
1,19,625.272561,23.867,743.7573917514084
1,19,742.36192,7.252,993.1781061703458
1,19,598.431278,8.361,782.1892113887935
1,19,645.285595,50.973,799.778902761148
1,19,670.231176,46.944,843.9709365123683
1,19,600.539372,41.903,760.7443230825934
1,19,800.499391,44.707,1036.9079281653424
1,19,583.737305,41.399,728.0609442328439
1,19,983.821945,22.428,1173.2497740926901
1,19,904.706513,8.113,1273.4722481635902
1,19,557.356946,17.007,702.7752250006937
1,19,535.867654,27.051,680.3958544177384
1,20,493.10018,53.3,635.592969370225
1,20,568.973689,55.166,719.2202475656959
1,20,531.219958,52.466,677.7437894498564
1,20,705.187546,58.923,876.9771374513484
1,20,595.373777,54.076,744.6676872356373
1,20,800.391363,63.18,1036.9762075842345
1,20,602.282696,52.854,741.3328569298628
1,20,638.640768,54.827,802.4476762100351
1,20,653.37109,54.519,796.3216943801426
1,20,671.517173,56.411,853.4177893844086
1,20,606.968741,52.821,761.4950137627799
1,20,569.081809,51.21,719.54725195597
1,20,609.807448,52.637,768.303100681621
1,20,736.185997,57.138,945.167604755321
1,20,630.190581,51.66,778.5514209400013
1,20,493.247828,45.646,635.7829452687103
1,20,941.47655,19.784,1257.5688045961388
1,20,671.407119,41.146,853.3397971060843
1,20,345.364956,17.565,438.1304058286588
1,20,885.622863,5.981,1028.5185305883335
1,20,591.175438,5.702,755.5051494860786
1,20,476.615131,11.081,646.2444211709819
1,20,455.371456,33.713,594.1066930665794
1,20,698.449301,47.891,908.4478085517194
1,20,583.621785,41.104,728.2591818523681
1,20,955.469377,23.551,1244.2474670951397
1,20,455.658233,11.006,610.9486475621504
1,20,609.773006,49.801,768.1346282020199
1,20,417.356363,29.935,552.5233510871545
1,20,493.077912,46.647,635.4560625837721
1,20,631.750456,46.774,786.3729804789946
1,20,701.917668,38.34,884.8691020421388
1,21,493.10018,53.3,635.592969370225
1,21,568.973689,55.166,719.2202475656959
1,21,531.219958,52.466,677.7437894498564
1,21,705.187546,58.923,876.9771374513484
1,21,595.373777,54.076,744.6676872356373
1,21,800.391363,63.18,1036.9762075842345
1,21,602.282696,52.854,741.3328569298628
1,21,638.640768,54.827,802.4476762100351
1,21,653.37109,54.519,796.3216943801426
1,21,671.517173,56.411,853.4177893844086
1,21,606.968741,52.821,761.4950137627799
1,21,569.081809,51.21,719.54725195597
1,21,609.807448,52.637,768.303100681621
1,21,736.185997,57.138,945.167604755321
1,21,630.190581,51.66,778.5514209400013
1,21,493.077912,46.647,635.4560625837721
1,21,609.773006,49.801,768.1346282020199
1,21,644.212158,39.791,806.6605000101257
1,21,650.083241,48.133,819.1216097995334
1,21,1299.155816,8.389,1587.4208948768598
1,21,908.880779,5.704,1169.5423126380517
1,21,651.503559,56.394,799.716416723114
1,21,676.547141,46.62,813.7281856196249
1,21,648.455621,28.072,843.8465773439282
1,21,618.333755,57.111,769.9400920045002
