run,gen,alpha,mu,vol
1,15,653.872918,8.387,825.0937859954213
1,15,566.096442,17.71,692.1704353516083
1,15,746.152227,32.531,909.3379185838565
1,15,670.168536,25.0,832.1824926598233
1,15,669.545895,36.411,809.9670045822409
1,15,711.01777,33.54,855.6301255768924
1,15,670.306493,10.629,805.2331645450179
1,15,533.886358,5.832,597.4585317119603
1,15,724.747639,22.111,866.2060720806022
1,15,636.511097,26.678,771.4738138293983
1,15,732.2678,25.762,901.3152155569586
1,15,618.358517,25.965,742.8327106042811
1,15,675.632419,28.968,791.8579415371078
1,15,799.218004,27.125,980.8649466408187
1,15,724.69501,25.966,866.0252032431692
1,16,737.398723,44.85,888.6677900656193
1,16,691.575484,42.49,827.9397049018373
1,16,691.573156,42.309,828.1289901345064
1,16,717.778458,43.113,872.1977216299954
1,16,753.454193,41.996,871.9356627713598
1,16,601.637249,38.141,750.3185132839751
1,16,645.659148,38.572,767.6933964237863
1,16,768.502157,41.403,935.9251320215801
1,16,799.171292,41.75,980.8379060719593
1,16,828.902617,42.155,1009.3386086783484
1,16,705.023352,38.389,841.6538016698113
1,16,642.957768,35.872,763.4411859923753
1,16,768.489461,39.678,936.5984657870196
1,16,634.033635,34.908,743.2637089474138
1,16,669.545895,36.411,809.9670045822409
1,16,689.217156,36.686,826.1707187393198
1,16,920.442102,29.046,1129.752725608568
1,16,733.235699,31.226,863.3680337760461
1,16,1085.909421,36.491,1341.219169391101
1,16,616.509682,28.234,743.0729167494446
1,16,722.697759,36.804,876.7001569727645
1,16,656.600432,23.51,793.9129434655457
1,16,710.974041,34.056,855.5300662408624
1,16,717.800313,31.055,872.3559970883986
1,16,724.779323,39.426,866.0955868858618
1,16,901.673881,3.134,1106.4993059931928
1,16,1167.837719,21.004,1474.86790712612
1,16,782.646999,22.643,954.300153620527
1,16,768.489408,28.929,936.8692130947804
1,16,783.200046,35.451,948.6996493093473
1,16,667.112956,29.672,807.5922753839419
1,16,642.829823,40.93,763.4034400915766
1,17,737.398723,44.85,888.6677900656193
1,17,642.829823,40.93,763.4034400915766
1,17,691.575484,42.49,827.9397049018373
1,17,691.573156,42.309,828.1289901345064
1,17,717.778458,43.113,872.1977216299954
1,17,753.454193,41.996,871.9356627713598
1,17,601.637249,38.141,750.3185132839751
1,17,645.659148,38.572,767.6933964237863
1,17,768.502157,41.403,935.9251320215801
1,17,724.779323,39.426,866.0955868858618
